YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2021-W02,4,,0,0,,FI20,5525292,FI,Age18_24,COM,1893
2021-W02,0,,0,0,,FI20,5525292,FI,Age18_24,AZ,1893
2021-W02,0,,0,0,,FI1D,5525292,FI,Age18_24,UNK,99532
2021-W02,0,,0,0,,FI1B,5525292,FI,Age18_24,MOD,133131
2021-W02,0,,0,0,,FI1C,5525292,FI,Age18_24,AZ,86290
2021-W02,0,,0,0,,FI1B,5525292,FI,Age18_24,UNK,133131
2021-W02,0,,0,0,,FI1C,5525292,FI,Age18_24,MOD,86290
2021-W02,0,,0,0,,FI19,5525292,FI,Age18_24,UNK,111748
2021-W02,0,,0,0,,FI19,5525292,FI,Age18_24,MOD,111748
2021-W02,0,,0,0,,FI20,5525292,FI,Age18_24,UNK,1893
2021-W02,0,,0,0,,FI1D,5525292,FI,Age18_24,MOD,99532
2021-W02,401,,0,0,,FI1D,5525292,FI,Age18_24,COM,99532
2021-W02,0,,0,0,,FI1B,5525292,FI,Age18_24,AZ,133131
2021-W02,255,,0,0,,FI19,5525292,FI,Age18_24,COM,111748
2021-W02,0,,0,0,,FI19,5525292,FI,Age18_24,AZ,111748
2021-W02,306,,0,0,,FI1C,5525292,FI,Age18_24,COM,86290
2021-W02,0,,0,0,,FI,5525292,FI,Age18_24,UNK,432594
2021-W02,0,,0,0,,FI,5525292,FI,Age18_24,MOD,432594
2021-W02,1309,,0,0,,FI,5525292,FI,Age18_24,COM,432594
2021-W02,0,,0,0,,FI1C,5525292,FI,Age25_49,UNK,334214
2021-W02,3930,,0,0,,FI1B,5525292,FI,Age25_49,COM,611552
2021-W02,0,,0,0,,FI1B,5525292,FI,Age25_49,MOD,611552
2021-W02,0,,0,0,,FI1B,5525292,FI,Age25_49,UNK,611552
2021-W02,0,,0,0,,FI1D,5525292,FI,Age25_49,MOD,358462
2021-W02,4916,,0,0,,FI1D,5525292,FI,Age25_49,COM,358462
2021-W02,0,,0,0,,FI1D,5525292,FI,Age25_49,AZ,358462
2021-W02,0,,0,0,,FI19,5525292,FI,Age25_49,UNK,414611
2021-W02,0,,0,0,,FI19,5525292,FI,Age25_49,MOD,414611
2021-W02,3885,,0,0,,FI19,5525292,FI,Age25_49,COM,414611
2021-W02,0,,0,0,,FI19,5525292,FI,Age25_49,AZ,414611
2021-W02,0,,0,0,,FI1C,5525292,FI,Age25_49,MOD,334214
2021-W02,3439,,0,0,,FI1C,5525292,FI,Age25_49,COM,334214
2021-W02,0,,0,0,,FI20,5525292,FI,Age25_49,AZ,9244
2021-W02,110,,0,0,,FI20,5525292,FI,Age25_49,COM,9244
2021-W02,0,,0,0,,FI20,5525292,FI,Age25_49,MOD,9244
2021-W02,0,,0,0,,FI20,5525292,FI,Age25_49,UNK,9244
2021-W02,0,,0,0,,FI,5525292,FI,Age25_49,UNK,1728083
2021-W02,0,,0,0,,FI,5525292,FI,Age25_49,MOD,1728083
2021-W02,16312,,0,0,,FI,5525292,FI,Age25_49,COM,1728083
2021-W02,0,,0,0,,FI,5525292,FI,Age25_49,AZ,1728083
2021-W02,0,,0,0,,FI1B,5525292,FI,Age25_49,AZ,611552
2021-W02,0,,0,0,,FI1C,5525292,FI,Age25_49,AZ,334214
2021-W02,0,,0,0,,FI1D,5525292,FI,Age25_49,UNK,358462
2021-W02,0,,0,0,,FI20,5525292,FI,Age50_59,UNK,4158
2021-W02,2962,,0,0,,FI1D,5525292,FI,Age50_59,COM,167867
2021-W02,0,,0,0,,FI,5525292,FI,Age50_59,UNK,724665
2021-W02,0,,0,0,,FI19,5525292,FI,Age50_59,UNK,174886
2021-W02,0,,0,0,,FI19,5525292,FI,Age50_59,MOD,174886
2021-W02,1720,,0,0,,FI19,5525292,FI,Age50_59,COM,174886
2021-W02,0,,0,0,,FI19,5525292,FI,Age50_59,AZ,174886
2021-W02,0,,0,0,,FI20,5525292,FI,Age50_59,MOD,4158
2021-W02,0,,0,0,,FI1C,5525292,FI,Age50_59,MOD,156381
2021-W02,0,,0,0,,FI1D,5525292,FI,Age50_59,AZ,167867
2021-W02,0,,0,0,,FI,5525292,FI,Age50_59,MOD,724665
2021-W02,47,,0,0,,FI20,5525292,FI,Age50_59,COM,4158
2021-W02,0,,0,0,,FI,5525292,FI,Age50_59,AZ,724665
2021-W02,0,,0,0,,FI1C,5525292,FI,Age50_59,UNK,156381
2021-W02,0,,0,0,,FI1B,5525292,FI,Age50_59,AZ,221373
2021-W02,1647,,0,0,,FI1B,5525292,FI,Age50_59,COM,221373
2021-W02,0,,0,0,,FI1B,5525292,FI,Age50_59,MOD,221373
2021-W02,0,,0,0,,FI1B,5525292,FI,Age50_59,UNK,221373
2021-W02,0,,0,0,,FI1D,5525292,FI,Age50_59,MOD,167867
2021-W02,8137,,0,0,,FI,5525292,FI,Age50_59,COM,724665
2021-W02,1753,,0,0,,FI1C,5525292,FI,Age50_59,COM,156381
2021-W02,0,,0,0,,FI1C,5525292,FI,Age50_59,AZ,156381
2021-W02,0,,0,0,,FI1D,5525292,FI,Age50_59,UNK,167867
2021-W02,0,,0,0,,FI20,5525292,FI,Age50_59,AZ,4158
2021-W02,0,,0,0,,FI19,5525292,FI,Age60_69,MOD,181300
2021-W02,857,,0,0,,FI19,5525292,FI,Age60_69,COM,181300
2021-W02,0,,0,0,,FI19,5525292,FI,Age60_69,AZ,181300
2021-W02,0,,0,0,,FI20,5525292,FI,Age60_69,AZ,3838
2021-W02,30,,0,0,,FI20,5525292,FI,Age60_69,COM,3838
2021-W02,0,,0,0,,FI20,5525292,FI,Age60_69,MOD,3838
2021-W02,0,,0,0,,FI20,5525292,FI,Age60_69,UNK,3838
2021-W02,0,,0,0,,FI,5525292,FI,Age60_69,UNK,716579
2021-W02,921,,0,0,,FI1B,5525292,FI,Age60_69,COM,181690
2021-W02,0,,0,0,,FI1B,5525292,FI,Age60_69,MOD,181690
2021-W02,0,,0,0,,FI1B,5525292,FI,Age60_69,UNK,181690
2021-W02,0,,0,0,,FI1C,5525292,FI,Age60_69,MOD,161879
2021-W02,0,,0,0,,FI1C,5525292,FI,Age60_69,UNK,161879
2021-W02,0,,0,0,,FI1D,5525292,FI,Age60_69,UNK,187872
2021-W02,0,,0,0,,FI1D,5525292,FI,Age60_69,MOD,187872
2021-W02,1641,,1,0,,FI1D,5525292,FI,Age60_69,COM,187872
2021-W02,0,,0,0,,FI,5525292,FI,Age60_69,AZ,716579
2021-W02,0,,0,0,,FI1B,5525292,FI,Age60_69,AZ,181690
2021-W02,868,,0,0,,FI1C,5525292,FI,Age60_69,COM,161879
2021-W02,0,,0,0,,FI1C,5525292,FI,Age60_69,AZ,161879
2021-W02,0,,0,0,,FI1D,5525292,FI,Age60_69,AZ,187872
2021-W02,0,,0,0,,FI19,5525292,FI,Age60_69,UNK,181300
2021-W02,4320,,1,0,,FI,5525292,FI,Age60_69,COM,716579
2021-W02,0,,0,0,,FI,5525292,FI,Age60_69,MOD,716579
2021-W02,0,,0,0,,FI20,5525292,FI,Age70_79,AZ,3187
2021-W02,0,,0,0,,FI20,5525292,FI,Age70_79,UNK,3187
2021-W02,676,,0,0,,FI1D,5525292,FI,Age70_79,COM,136699
2021-W02,0,,0,0,,FI20,5525292,FI,Age70_79,MOD,3187
2021-W02,0,,0,0,,FI20,5525292,FI,Age70_79,COM,3187
2021-W02,0,,0,0,,FI1B,5525292,FI,Age70_79,UNK,141702
2021-W02,367,,0,0,,FI19,5525292,FI,Age70_79,COM,146937
2021-W02,0,,0,0,,FI1B,5525292,FI,Age70_79,MOD,141702
2021-W02,0,,0,0,,FI1D,5525292,FI,Age70_79,AZ,136699
2021-W02,0,,0,0,,FI19,5525292,FI,Age70_79,MOD,146937
2021-W02,903,,0,0,,FI1B,5525292,FI,Age70_79,COM,141702
2021-W02,0,,0,0,,FI1C,5525292,FI,Age70_79,AZ,133383
2021-W02,0,,0,0,,FI1B,5525292,FI,Age70_79,AZ,141702
2021-W02,0,,0,0,,FI19,5525292,FI,Age70_79,UNK,146937
2021-W02,0,,0,0,,FI1D,5525292,FI,Age70_79,UNK,136699
2021-W02,0,,0,0,,FI1C,5525292,FI,Age70_79,MOD,133383
2021-W02,0,,0,0,,FI1C,5525292,FI,Age70_79,UNK,133383
2021-W02,0,,0,0,,FI19,5525292,FI,Age70_79,AZ,146937
2021-W02,0,,0,0,,FI1D,5525292,FI,Age70_79,MOD,136699
2021-W02,365,,0,0,,FI1C,5525292,FI,Age70_79,COM,133383
2021-W02,0,,0,0,,FI,5525292,FI,Age70_79,AZ,561908
2021-W02,2312,,0,0,,FI,5525292,FI,Age70_79,COM,561908
2021-W02,0,,0,0,,FI,5525292,FI,Age70_79,MOD,561908
2021-W02,0,,0,0,,FI,5525292,FI,Age70_79,UNK,561908
2021-W02,0,,0,0,,FI1D,5525292,FI,Age80+,AZ,80207
2021-W02,7416,,0,0,,FI,5525292,FI,Age80+,COM,312406
2021-W02,0,,0,0,,FI19,5525292,FI,Age80+,AZ,86152
2021-W02,1270,,0,0,,FI19,5525292,FI,Age80+,COM,86152
2021-W02,0,,0,0,,FI1D,5525292,FI,Age80+,UNK,80207
2021-W02,0,,0,0,,FI1D,5525292,FI,Age80+,MOD,80207
2021-W02,2108,,0,0,,FI1D,5525292,FI,Age80+,COM,80207
2021-W02,0,,0,0,,FI19,5525292,FI,Age80+,MOD,86152
2021-W02,0,,0,0,,FI19,5525292,FI,Age80+,UNK,86152
2021-W02,0,,0,0,,FI1B,5525292,FI,Age80+,AZ,69094
2021-W02,2721,,0,0,,FI1B,5525292,FI,Age80+,COM,69094
2021-W02,0,,0,0,,FI1B,5525292,FI,Age80+,MOD,69094
2021-W02,0,,0,0,,FI1B,5525292,FI,Age80+,UNK,69094
2021-W02,0,,0,0,,FI1C,5525292,FI,Age80+,AZ,75299
2021-W02,0,,0,0,,FI1C,5525292,FI,Age80+,MOD,75299
2021-W02,0,,0,0,,FI1C,5525292,FI,Age80+,UNK,75299
2021-W02,1317,,0,0,,FI1C,5525292,FI,Age80+,COM,75299
2021-W02,0,,0,0,,FI,5525292,FI,Age80+,MOD,312406
2021-W02,0,,0,0,,FI20,5525292,FI,Age80+,UNK,1654
2021-W02,0,,0,0,,FI20,5525292,FI,Age80+,MOD,1654
2021-W02,0,,0,0,,FI20,5525292,FI,Age80+,COM,1654
2021-W02,0,,0,0,,FI20,5525292,FI,Age80+,AZ,1654
2021-W02,0,,0,0,,FI,5525292,FI,Age80+,UNK,312406
2021-W02,0,,0,0,,FI,5525292,FI,Age80+,AZ,312406
2021-W02,0,,0,0,,FI,5525292,FI,AgeUNK,AZ,
2021-W02,0,,0,0,,FI,5525292,FI,AgeUNK,COM,
2021-W02,0,,0,0,,FI,5525292,FI,AgeUNK,MOD,
2021-W02,0,,0,0,,FI,5525292,FI,AgeUNK,UNK,
2021-W02,0,,0,0,,FI1C,5525292,FI,AgeUNK,COM,
2021-W02,0,,0,0,,FI19,5525292,FI,AgeUNK,AZ,
2021-W02,0,,0,0,,FI20,5525292,FI,AgeUNK,AZ,
2021-W02,0,,0,0,,FI20,5525292,FI,AgeUNK,COM,
2021-W02,0,,0,0,,FI19,5525292,FI,AgeUNK,UNK,
2021-W02,0,,0,0,,FI19,5525292,FI,AgeUNK,MOD,
2021-W02,0,,0,0,,FI19,5525292,FI,AgeUNK,COM,
2021-W02,0,,0,0,,FI1D,5525292,FI,AgeUNK,AZ,
2021-W02,0,,0,0,,FI1C,5525292,FI,AgeUNK,MOD,
2021-W02,0,,0,0,,FI20,5525292,FI,AgeUNK,MOD,
2021-W02,0,,0,0,,FI1D,5525292,FI,AgeUNK,COM,
2021-W02,0,,0,0,,FI1D,5525292,FI,AgeUNK,MOD,
2021-W02,0,,0,0,,FI1D,5525292,FI,AgeUNK,UNK,
2021-W02,0,,0,0,,FI20,5525292,FI,AgeUNK,UNK,
2021-W02,0,,0,0,,FI1C,5525292,FI,AgeUNK,UNK,
2021-W02,0,,0,0,,FI1B,5525292,FI,AgeUNK,UNK,
2021-W02,0,,0,0,,FI1B,5525292,FI,AgeUNK,AZ,
2021-W02,0,,0,0,,FI1C,5525292,FI,AgeUNK,AZ,
2021-W02,0,,0,0,,FI1B,5525292,FI,AgeUNK,COM,
2021-W02,0,,0,0,,FI1B,5525292,FI,AgeUNK,MOD,
2021-W03,0,,0,0,,FI,5525292,FI,ALL,AZ,4476235
2021-W03,50535,,4845,0,43290,FI,5525292,FI,ALL,COM,4476235
2021-W03,913,,0,0,,FI,5525292,FI,ALL,MOD,4476235
2021-W03,0,,0,0,,FI,5525292,FI,ALL,UNK,4476235
2021-W03,0,,0,0,,FI19,5525292,FI,ALL,MOD,1115634
2021-W03,501,,0,0,,FI20,5525292,FI,ALL,COM,23974
2021-W03,0,,0,0,,FI20,5525292,FI,ALL,MOD,23974
2021-W03,0,,0,0,,FI19,5525292,FI,ALL,AZ,1115634
2021-W03,13585,,461,0,,FI19,5525292,FI,ALL,COM,1115634
2021-W03,0,,0,0,,FI19,5525292,FI,ALL,UNK,1115634
2021-W03,0,,0,0,,FI1B,5525292,FI,ALL,AZ,1358542
2021-W03,11363,,2047,0,,FI1B,5525292,FI,ALL,COM,1358542
2021-W03,1,,0,0,,FI1B,5525292,FI,ALL,MOD,1358542
2021-W03,0,,0,0,,FI20,5525292,FI,ALL,UNK,23974
2021-W03,0,,0,0,,FI1B,5525292,FI,ALL,UNK,1358542
2021-W03,0,,0,0,,FI1C,5525292,FI,ALL,AZ,947446
2021-W03,11447,,958,0,,FI1C,5525292,FI,ALL,COM,947446
2021-W03,0,,0,0,,FI1C,5525292,FI,ALL,MOD,947446
2021-W03,0,,0,0,,FI1C,5525292,FI,ALL,UNK,947446
2021-W03,0,,0,0,,FI1D,5525292,FI,ALL,AZ,1030639
2021-W03,13601,,1374,0,,FI1D,5525292,FI,ALL,COM,1030639
2021-W03,911,,0,0,,FI1D,5525292,FI,ALL,MOD,1030639
2021-W03,0,,0,0,,FI1D,5525292,FI,ALL,UNK,1030639
2021-W03,0,,0,0,,FI20,5525292,FI,ALL,AZ,23974
2021-W03,447,,14,0,,FI19,5525292,FI,Age18_24,COM,111748
2021-W03,0,,0,0,,FI19,5525292,FI,Age18_24,MOD,111748
2021-W03,0,,0,0,,FI1C,5525292,FI,Age18_24,UNK,86290
2021-W03,0,,0,0,,FI19,5525292,FI,Age18_24,AZ,111748
2021-W03,0,,0,0,,FI19,5525292,FI,Age18_24,UNK,111748
2021-W03,0,,0,0,,FI,5525292,FI,Age18_24,AZ,432594
2021-W03,1781,,140,0,,FI,5525292,FI,Age18_24,COM,432594
2021-W03,17,,0,0,,FI,5525292,FI,Age18_24,MOD,432594
2021-W03,0,,0,0,,FI,5525292,FI,Age18_24,UNK,432594
2021-W03,0,,0,0,,FI1D,5525292,FI,Age18_24,AZ,99532
2021-W03,418,,31,0,,FI1D,5525292,FI,Age18_24,COM,99532
2021-W03,17,,0,0,,FI1D,5525292,FI,Age18_24,MOD,99532
2021-W03,0,,0,0,,FI1D,5525292,FI,Age18_24,UNK,99532
2021-W03,0,,0,0,,FI1B,5525292,FI,Age18_24,UNK,133131
2021-W03,0,,0,0,,FI1B,5525292,FI,Age18_24,MOD,133131
2021-W03,0,,0,0,,FI1B,5525292,FI,Age18_24,AZ,133131
2021-W03,485,,26,0,,FI1C,5525292,FI,Age18_24,COM,86290
2021-W03,0,,0,0,,FI20,5525292,FI,Age18_24,AZ,1893
2021-W03,21,,0,0,,FI20,5525292,FI,Age18_24,COM,1893
2021-W03,0,,0,0,,FI20,5525292,FI,Age18_24,MOD,1893
2021-W03,0,,0,0,,FI20,5525292,FI,Age18_24,UNK,1893
2021-W03,409,,69,0,,FI1B,5525292,FI,Age18_24,COM,133131
2021-W03,0,,0,0,,FI1C,5525292,FI,Age18_24,AZ,86290
2021-W03,0,,0,0,,FI1C,5525292,FI,Age18_24,MOD,86290
2021-W03,0,,0,0,,FI,5525292,FI,Age25_49,UNK,1728083
2021-W03,84,,0,0,,FI,5525292,FI,Age25_49,MOD,1728083
2021-W03,14260,,3097,0,,FI,5525292,FI,Age25_49,COM,1728083
2021-W03,0,,0,0,,FI,5525292,FI,Age25_49,AZ,1728083
2021-W03,3207,,1250,0,,FI1B,5525292,FI,Age25_49,COM,611552
2021-W03,84,,0,0,,FI1D,5525292,FI,Age25_49,MOD,358462
2021-W03,0,,0,0,,FI1D,5525292,FI,Age25_49,AZ,358462
2021-W03,3289,,919,0,,FI1D,5525292,FI,Age25_49,COM,358462
2021-W03,0,,0,0,,FI1D,5525292,FI,Age25_49,UNK,358462
2021-W03,0,,0,0,,FI1C,5525292,FI,Age25_49,MOD,334214
2021-W03,3570,,619,0,,FI1C,5525292,FI,Age25_49,COM,334214
2021-W03,0,,0,0,,FI1C,5525292,FI,Age25_49,AZ,334214
2021-W03,0,,0,0,,FI1B,5525292,FI,Age25_49,UNK,611552
2021-W03,0,,0,0,,FI1B,5525292,FI,Age25_49,MOD,611552
2021-W03,0,,0,0,,FI1B,5525292,FI,Age25_49,AZ,611552
2021-W03,0,,0,0,,FI19,5525292,FI,Age25_49,UNK,414611
2021-W03,0,,0,0,,FI19,5525292,FI,Age25_49,MOD,414611
2021-W03,0,,0,0,,FI20,5525292,FI,Age25_49,AZ,9244
2021-W03,142,,0,0,,FI20,5525292,FI,Age25_49,COM,9244
2021-W03,0,,0,0,,FI20,5525292,FI,Age25_49,MOD,9244
2021-W03,0,,0,0,,FI20,5525292,FI,Age25_49,UNK,9244
2021-W03,0,,0,0,,FI1C,5525292,FI,Age25_49,UNK,334214
2021-W03,4028,,305,0,,FI19,5525292,FI,Age25_49,COM,414611
2021-W03,0,,0,0,,FI19,5525292,FI,Age25_49,AZ,414611
2021-W03,2330,,97,0,,FI19,5525292,FI,Age50_59,COM,174886
2021-W03,0,,0,0,,FI1C,5525292,FI,Age50_59,AZ,156381
2021-W03,8401,,1152,0,,FI,5525292,FI,Age50_59,COM,724665
2021-W03,0,,0,0,,FI1C,5525292,FI,Age50_59,MOD,156381
2021-W03,2039,,219,0,,FI1C,5525292,FI,Age50_59,COM,156381
2021-W03,0,,0,0,,FI19,5525292,FI,Age50_59,AZ,174886
2021-W03,0,,0,0,,FI1D,5525292,FI,Age50_59,UNK,167867
2021-W03,0,,0,0,,FI19,5525292,FI,Age50_59,MOD,174886
2021-W03,0,,0,0,,FI19,5525292,FI,Age50_59,UNK,174886
2021-W03,46,,0,0,,FI,5525292,FI,Age50_59,MOD,724665
2021-W03,0,,0,0,,FI20,5525292,FI,Age50_59,UNK,4158
2021-W03,0,,0,0,,FI,5525292,FI,Age50_59,UNK,724665
2021-W03,0,,0,0,,FI1B,5525292,FI,Age50_59,AZ,221373
2021-W03,1631,,535,0,,FI1B,5525292,FI,Age50_59,COM,221373
2021-W03,0,,0,0,,FI1B,5525292,FI,Age50_59,MOD,221373
2021-W03,0,,0,0,,FI1B,5525292,FI,Age50_59,UNK,221373
2021-W03,0,,0,0,,FI20,5525292,FI,Age50_59,MOD,4158
2021-W03,71,,0,0,,FI20,5525292,FI,Age50_59,COM,4158
2021-W03,0,,0,0,,FI20,5525292,FI,Age50_59,AZ,4158
2021-W03,45,,0,0,,FI1D,5525292,FI,Age50_59,MOD,167867
2021-W03,0,,0,0,,FI1C,5525292,FI,Age50_59,UNK,156381
2021-W03,2326,,300,0,,FI1D,5525292,FI,Age50_59,COM,167867
2021-W03,0,,0,0,,FI1D,5525292,FI,Age50_59,AZ,167867
2021-W03,0,,0,0,,FI,5525292,FI,Age50_59,AZ,724665
2021-W03,0,,0,0,,FI19,5525292,FI,Age60_69,UNK,181300
2021-W03,68,,0,0,,FI,5525292,FI,Age60_69,MOD,716579
2021-W03,0,,0,0,,FI1C,5525292,FI,Age60_69,UNK,161879
2021-W03,0,,0,0,,FI19,5525292,FI,Age60_69,AZ,181300
2021-W03,1411,,45,0,,FI19,5525292,FI,Age60_69,COM,181300
2021-W03,0,,0,0,,FI1B,5525292,FI,Age60_69,AZ,181690
2021-W03,1086,,190,0,,FI1B,5525292,FI,Age60_69,COM,181690
2021-W03,0,,0,0,,FI1B,5525292,FI,Age60_69,MOD,181690
2021-W03,0,,0,0,,FI1B,5525292,FI,Age60_69,UNK,181690
2021-W03,0,,0,0,,FI1C,5525292,FI,Age60_69,AZ,161879
2021-W03,0,,0,0,,FI19,5525292,FI,Age60_69,MOD,181300
2021-W03,0,,0,0,,FI20,5525292,FI,Age60_69,MOD,3838
2021-W03,48,,0,0,,FI20,5525292,FI,Age60_69,COM,3838
2021-W03,5365,,449,0,,FI,5525292,FI,Age60_69,COM,716579
2021-W03,68,,0,0,,FI1D,5525292,FI,Age60_69,MOD,187872
2021-W03,1548,,120,0,,FI1D,5525292,FI,Age60_69,COM,187872
2021-W03,0,,0,0,,FI1D,5525292,FI,Age60_69,AZ,187872
2021-W03,0,,0,0,,FI,5525292,FI,Age60_69,AZ,716579
2021-W03,0,,0,0,,FI20,5525292,FI,Age60_69,AZ,3838
2021-W03,0,,0,0,,FI,5525292,FI,Age60_69,UNK,716579
2021-W03,0,,0,0,,FI1D,5525292,FI,Age60_69,UNK,187872
2021-W03,0,,0,0,,FI1C,5525292,FI,Age60_69,MOD,161879
2021-W03,1266,,94,0,,FI1C,5525292,FI,Age60_69,COM,161879
2021-W03,0,,0,0,,FI20,5525292,FI,Age60_69,UNK,3838
2021-W03,988,,0,0,,FI1C,5525292,FI,Age70_79,COM,133383
2021-W03,4716,,7,0,,FI,5525292,FI,Age70_79,COM,561908
2021-W03,0,,0,0,,FI,5525292,FI,Age70_79,AZ,561908
2021-W03,0,,0,0,,FI1D,5525292,FI,Age70_79,UNK,136699
2021-W03,116,,0,0,,FI1D,5525292,FI,Age70_79,MOD,136699
2021-W03,1302,,4,0,,FI1D,5525292,FI,Age70_79,COM,136699
2021-W03,0,,0,0,,FI1D,5525292,FI,Age70_79,AZ,136699
2021-W03,0,,0,0,,FI1C,5525292,FI,Age70_79,AZ,133383
2021-W03,0,,0,0,,FI,5525292,FI,Age70_79,UNK,561908
2021-W03,0,,0,0,,FI19,5525292,FI,Age70_79,AZ,146937
2021-W03,1097,,0,0,,FI19,5525292,FI,Age70_79,COM,146937
2021-W03,0,,0,0,,FI19,5525292,FI,Age70_79,MOD,146937
2021-W03,0,,0,0,,FI19,5525292,FI,Age70_79,UNK,146937
2021-W03,0,,0,0,,FI1B,5525292,FI,Age70_79,AZ,141702
2021-W03,1287,,3,0,,FI1B,5525292,FI,Age70_79,COM,141702
2021-W03,0,,0,0,,FI1B,5525292,FI,Age70_79,UNK,141702
2021-W03,0,,0,0,,FI1B,5525292,FI,Age70_79,MOD,141702
2021-W03,0,,0,0,,FI1C,5525292,FI,Age70_79,MOD,133383
2021-W03,0,,0,0,,FI1C,5525292,FI,Age70_79,UNK,133383
2021-W03,116,,0,0,,FI,5525292,FI,Age70_79,MOD,561908
2021-W03,0,,0,0,,FI20,5525292,FI,Age70_79,AZ,3187
2021-W03,41,,0,0,,FI20,5525292,FI,Age70_79,COM,3187
2021-W03,0,,0,0,,FI20,5525292,FI,Age70_79,MOD,3187
2021-W03,0,,0,0,,FI20,5525292,FI,Age70_79,UNK,3187
2021-W03,4718,,0,0,,FI1D,5525292,FI,Age80+,COM,80207
2021-W03,0,,0,0,,FI1D,5525292,FI,Age80+,AZ,80207
2021-W03,0,,0,0,,FI1B,5525292,FI,Age80+,UNK,69094
2021-W03,1,,0,0,,FI1B,5525292,FI,Age80+,MOD,69094
2021-W03,3743,,0,0,,FI1B,5525292,FI,Age80+,COM,69094
2021-W03,0,,0,0,,FI,5525292,FI,Age80+,UNK,312406
2021-W03,0,,0,0,,FI1C,5525292,FI,Age80+,UNK,75299
2021-W03,0,,0,0,,FI1C,5525292,FI,Age80+,MOD,75299
2021-W03,3099,,0,0,,FI1C,5525292,FI,Age80+,COM,75299
2021-W03,0,,0,0,,FI1C,5525292,FI,Age80+,AZ,75299
2021-W03,0,,0,0,,FI19,5525292,FI,Age80+,AZ,86152
2021-W03,0,,0,0,,FI1B,5525292,FI,Age80+,AZ,69094
2021-W03,0,,0,0,,FI19,5525292,FI,Age80+,UNK,86152
2021-W03,0,,0,0,,FI19,5525292,FI,Age80+,MOD,86152
2021-W03,4272,,0,0,,FI19,5525292,FI,Age80+,COM,86152
2021-W03,0,,0,0,,FI1D,5525292,FI,Age80+,UNK,80207
2021-W03,581,,0,0,,FI1D,5525292,FI,Age80+,MOD,80207
2021-W03,0,,0,0,,FI20,5525292,FI,Age80+,AZ,1654
2021-W03,178,,0,0,,FI20,5525292,FI,Age80+,COM,1654
2021-W03,0,,0,0,,FI20,5525292,FI,Age80+,MOD,1654
2021-W03,0,,0,0,,FI20,5525292,FI,Age80+,UNK,1654
2021-W03,0,,0,0,,FI,5525292,FI,Age80+,AZ,312406
2021-W03,16012,,0,0,,FI,5525292,FI,Age80+,COM,312406
2021-W03,582,,0,0,,FI,5525292,FI,Age80+,MOD,312406
2021-W03,0,,0,0,,FI19,5525292,FI,AgeUNK,UNK,
2021-W03,0,,0,0,,FI1C,5525292,FI,AgeUNK,COM,
2021-W03,0,,0,0,,FI1C,5525292,FI,AgeUNK,MOD,
2021-W03,0,,0,0,,FI1C,5525292,FI,AgeUNK,UNK,
2021-W03,0,,0,0,,FI1D,5525292,FI,AgeUNK,AZ,
2021-W03,0,,0,0,,FI1D,5525292,FI,AgeUNK,COM,
2021-W03,0,,0,0,,FI1D,5525292,FI,AgeUNK,MOD,
2021-W03,0,,0,0,,FI1D,5525292,FI,AgeUNK,UNK,
2021-W03,0,,0,0,,FI,5525292,FI,AgeUNK,AZ,
2021-W03,0,,0,0,,FI,5525292,FI,AgeUNK,COM,
2021-W03,0,,0,0,,FI,5525292,FI,AgeUNK,MOD,
2021-W03,0,,0,0,,FI,5525292,FI,AgeUNK,UNK,
2021-W03,0,,0,0,,FI19,5525292,FI,AgeUNK,AZ,
2021-W03,0,,0,0,,FI19,5525292,FI,AgeUNK,COM,
2021-W03,0,,0,0,,FI19,5525292,FI,AgeUNK,MOD,
2021-W03,0,,0,0,,FI1B,5525292,FI,AgeUNK,AZ,
2021-W03,0,,0,0,,FI1C,5525292,FI,AgeUNK,AZ,
2021-W03,0,,0,0,,FI20,5525292,FI,AgeUNK,AZ,
2021-W03,0,,0,0,,FI20,5525292,FI,AgeUNK,COM,
2021-W03,0,,0,0,,FI20,5525292,FI,AgeUNK,MOD,
2021-W03,0,,0,0,,FI20,5525292,FI,AgeUNK,UNK,
2021-W03,0,,0,0,,FI1B,5525292,FI,AgeUNK,COM,
2021-W03,0,,0,0,,FI1B,5525292,FI,AgeUNK,MOD,
2021-W03,0,,0,0,,FI1B,5525292,FI,AgeUNK,UNK,
2021-W04,2349,,0,0,,FI1D,5525292,FI,ALL,MOD,1030639
2021-W04,0,,0,0,,FI20,5525292,FI,ALL,UNK,23974
2021-W04,0,,0,0,,FI20,5525292,FI,ALL,MOD,23974
2021-W04,516,,166,0,,FI20,5525292,FI,ALL,COM,23974
2021-W04,0,,0,0,,FI19,5525292,FI,ALL,UNK,1115634
2021-W04,11516,,3448,0,,FI1B,5525292,FI,ALL,COM,1358542
2021-W04,11594,,2442,0,,FI19,5525292,FI,ALL,COM,1115634
2021-W04,0,,0,0,,FI1B,5525292,FI,ALL,AZ,1358542
2021-W04,0,,0,0,,FI1D,5525292,FI,ALL,UNK,1030639
2021-W04,0,,0,0,,FI1D,5525292,FI,ALL,AZ,1030639
2021-W04,0,,0,0,,FI,5525292,FI,ALL,UNK,4476235
2021-W04,2361,,0,0,6000,FI,5525292,FI,ALL,MOD,4476235
